class,tweet
1,i do not know about you all but i loves me a thirsty bitch atleast they not afraid to peruse a nigga
1,i do not know bro a bunch of hoes really does not compare to having that one faithful girl bruh
1,i do not know how i have friends i am so blunt and sarcastic people probably think i am a raging bitch
1,i do not know how bitches trust other bitches sooo easily i still have the same friends
1,i do not know maybe it is just me being bitter but giving bitches money and just being a genuine nigga are not got me nowhere so fuck that struggle hoe
1,i do not know what is worse then a broke hoe with potential
1,i do not know where this nigga jus went but he better find me some food before i become a real life bitch
1,i do not know who tf roro sophie are but i am glad they got bitches twerkin for the vine in they whips
1,i do not know why bitches think they players lol bitches have zero game
1,idont want a bestfriend boyfriend homeboy nor homegirl fuck all you all bitches ctfu idc idc
1,if did not know i love your coon ass cuz
1,if post more pic of his waves i am bringing my s curl back on these hoes for the
2,if ashton is trash then what does that make me come on guys someone like ashton cannot be trash he makes too many people smile
1,if bradley cooper wins an before ryan gosling does i am going to cut a bitch
1,if california chrome does not go off at even money or better i might flip a trash can over i mean damn can i get oh the humanity
1,if dirty d was still around i wonder how many of you younger guys he would call a disrespectful son of a bitch
1,if dj khaled eats nicki minaj s pussy he fixing to taste everyone in the rap industry
1,if drew stubbs were a pimp he could not even hit a hoe
1,if i become president everybody s on lockdown i am going to run this bitch like a penitentiary
1,if i called you a bitch then you would probably hate me if i called you a bad bitch then you will probably thank me
1,if i cannot make no money off of you then bitch i do not even want to you
1,if i do not like that hoe i turn her ass into a frisbee
1,if i do not unwrap a big booty hoe today i am going rio be outraged
1,if i ever ate your pussy before and you fucked over niggas before that let me know right now because you owe me you dirty bitch
2,if i ever committ a crime you can cite lvl as being the sole influence
1,if i ever saw kendall jones in person id kill her on sight i hate that bitch more than anything in life
1,if i fuck a nigga bitch i am about to just record it an keep fuckin her til she play dumb then i am about to have to show him
1,if i had a dollar for every time someone called me maggie i would make it rain on all these hoes
1,if i had hair i would seriously go for a perm now genetics is a stone cold bitch
1,if i hit you w that shotty bitch i bet that body flip
1,if i hold the door open for you bitch you betta say thank you or i am going to slam the door in ya back
1,if i post a picture of my woman all you hoes jumping off a bridge tonight lol
1,if i respect you i demand your respect back if you think you can be a bitch i can be an even bigger one bring it
1,if i see another bitch with a rolly bag i am about to diesel that bitch
1,if i smoke with ya bitch its over
1,if i was a guy i would definitely dress up as the fuck her right in the pussy guy
1,if i was stranded on a desert island and i could only bring thing i would bring dora that hoe has everything in that backpack
2,if i were a kid today michelle obama s lunch would wind up in the trash can
1,if i were born black i would have tons of kids never work get lots of free stuff bitch about it thank god i was not what a drag i would b
1,if i wore a tutu no bitch would want me that is what our dog is going to be telling himself everyday
2,if i am legit trying the worst thing you can do is try and play games with me you will get the bird sooo fast
1,if i am sharing my nigga with every other bitch why tf do i want him he are not no longer special the heck
1,if i have never seen her do some hoe shit with my own eyes then i refuse to let another nigga influence my thoughts on her so what
1,if kubiak was a player they would pump him with painkillers and tell him to stop being a pussy
2,if temple beats rutgers today i will be a happy clam
1,if a bitch annoying she getting left
1,if a bitch bit my dick i would probably beat the shit out of her
1,if a bitch choosin let her choose lmao that is all
1,if a bitch do not like me sumthin wrong wit da bitch
1,if a bitch do not taste her own you should not even dare eat it
1,if a bitch has to fuss over a niggah that is hugged up boo d up w the next bitch clearly does not gaf bout you
1,if a bitch is bad n single she single fo a reason hoe probably cray or a runna
1,if a bitch makes you moan during sex she owns your soul
1,if a chick wants me to eat her pussy then leave i will accept gladly lol
1,if a cute bitch fucks with a lame nigga she automatically becomes times less attractive in my eyes
1,if a nigca neva told you bitch you got some bomb azz puzzy kill yaself bitch
1,if a nigga in nap can fuck my bitch that mean she lame for fuckin a lame all deez niggas here corny asl
1,if a nigga is watching love and hiphop instead of the playoffs he gay denna bitch
1,if a nigga phone broke best believe he only gon memorize his main bitch number or the bitch that is cash in him out number
0,if a spic ever talks to a white person and the white person kills them it is self defense
1,if a teacher gave me some pussy in elementary school i got to tell somebody
1,if a teacher tried to throw me some pussy when i was in school nigga i are not sayin shit
1,if anxiety was a person i would kill that bitch so fuckin fast
1,if anyone ever gets an attitude or w e with me idgaf who it is i am going to be a bitch right back
2,if anyone wants to bring me a sweet tea to my party that would make my birthday perfect well that and cracker barrel
1,if anything i have ever said has offended you that is a you problem not a me problem do not be such a little bitch
1,if eating the pussy makes you happy i am all for it
2,if ever sports seemed scripted this ending to this yankee game proved it
1,if everybody already hit of course a nigga cannot take you seriously i do not know why hoes be so surprised
1,if her bio says only god can judge me she is a hoe
1,if her mom was is a hoe then she is most likely a hoe too where do you think she learned it from
1,if i are not hit that bitch then i are not hit that bitch why lie about it that is petty bullshit
1,if i fucked her i know every niggah want her
1,if i straighten my hair it is going to be long and the hoes going to hate
1,if i was to get a rich girl so be it at least she likes me she saw something in me you hoes did not see
2,if i was not a yankee fan i probably would be a sf giants fan lol
1,if it was not for this blanket my nips would be harder than the search for anne frank
1,if joining the army gets you bitches then to the army i go
1,if luke hemmings really thinks they are trash i must be fucking dirt because you boys are beautiful dammit
1,if my anger materialized it would be a fucking atom bomb to blow this bitch up
1,if my bf posts a pic of my daughter just like it and keep scrolling your comments are not necessary yes bitch i know she is cute
1,if my bitch wear a bacon bra i am taking that ass to funky town
1,if my friends do not want to hangout my automatic response is to call them a bitch whoops
1,if my tweets hit too close to home why you subbing me lil stupid ass bitch check ya own fucking self issues lil bitch
1,if not for gz would be alive right this second smoking a bowl and tweeting about bitches and hoes such a nice kid he was
1,if not then you are a coward and afraid showing you have no faith just another devils bitch
2,if only i dated a girl that lived off mack road i could just get the holy trinity of sacramento ghettos on a daily basis
1,if only everyone knew the real you fakest bitch i know
1,if only my new local mall was not so ghetto
1,if only you bitches really knew
1,if pussy lips could talk ill go down there like it is whispering
1,if she a hoe i am a hoe
1,if she a hoe on social media she a hoe in real life too
1,if she are not yo lady you better not text her ass good morning quit treating these side hoes like wifey material
1,if she are not talkin to you then who she talking to cus you know bitches cannot stop talking trustissues
1,if she do not appreciate that and say yes the bitch are not real
1,if she hates being kissed in the mouth she a hoe tell me different
1,if she know yo name way before you meet her then dat bitch a eatta
1,if she makes a good sandwhich and she give a good blowy wife dat hoe up that way you can eat while she eatting
1,if she wears these to dinner then she is paying for her own food because i am treating that bitch like a stranger
1,if she will tell you she is a badd bitch then listen she is bad for your health
0,if some one is not an anglo saxon protestant they have no right to be alive in the us none at all they are foreign filth
0,if someone is part of james x then he is a white trash cultist
2,if someone pushes you too hard today they may be surprised ho more for capricorn
1,if that pussy are not organic preservative free no growth hormones fresh usda approved i are not fuckin with it
1,if that pussy do not come with head i do not want it
1,if that is yo hoe that is my hoe
1,if that is what you all hoes want then fuck it
2,if the get dempster they just look like they are getting older bring some youth mlb
2,if the yankees cannot beat the red sox they do not even deserve to be in the playoffs mlb
2,if the crust ain graham cracker keep that pie
1,if the only thing she talks about is her eyebrows she got forest pussy
1,if the servers for black ops acts gay today this is my bitch fo the nite
1,if the words whore hoe slut prostitute ect were not invented their would be alot more pussy to go round
1,if the world was free of sucka free it would be just me and my nigs left
1,if them niggas pussy we douche them we clean them out
1,if these hoes are not lying about being fat they hiding a backpage profile some where
1,if this bitch do not turn crash in
1,if this bitch hangs up on me one more time
1,if this bitch new the amount of shit i spoke bout her on my twittah lol
2,if train officers that are wearing body armor stand back to watch the smoke clear why does every gun ho want to be
1,if you a bad bitch enjoyyaday
1,if you a bitch an i hadddd you i would not give a fuck if chris brown bagged you bitch i had you already lol
1,if you are not fucking you are not sucking wat you doin hoe
1,if you bad niggas a really play nice to get to the pussy then that ass gone
1,if you expect me to stop playin with niggas but you playin widd bitches i cannot deal
1,if you got yo shit pulled upp past yo bellybutton you are too old for yoga pants bitch it are not
1,if you know this bitch you know you are mexican
1,if you not talking bout money or weed bitch i do not even want to talk to you
1,if you are bitch starts fukin yappin tae ill make sure i break something vital warning call polis with hazard that results in permanent damage
1,if viagra was for bitches it would be called niagra
1,if we get any trick of treaters i will be giving out android advice so stop on in faggots
1,if you all preppy bitches ever arguing like this at a party and do not do nothing you all getting hit with a bottle fr
1,if you all niggas gon be gay why you all got to be so over the top dressing up in bitch shit that women would not even dare wear smh
0,if yer going to continue to be a contrarian bitch go die then i have no time for such trifling
1,if yo name wus in this song you wus a hoe then a overgrown thot now
1,if yo nigga catch you cheating and beat yo ass in front yo lil yeah and lil yeah do not help you still give him pussy ladies
1,if yo pussy good my pullout game weak
1,if you like or and you tweet bad about are a fuckin hypocrite gt
1,if you a bad bitch put ya hands up high
2,if you a hoe i am about to treat you like one just like if you are a good girl i am about to treat you like one i do not discriminate
1,if you a top notch bitch let me here you holler
1,if you act like a fucking retard when your high it is over mane stay away from me
1,if you are not stevie j s bitch of course you will call him the scum of the earth his bitches hooked while they are upset though
1,if you are not a hoe get up out my trap house
1,if you are not ma bro you better watch yo bitch borrow yo hoe introduce ma pimp
1,if you are not my bro your bitch single in my eyes
1,if you are not sucking dick why you sitting there with puckered lips that is collagen muhfuckin bitch
2,if you are descended from anything less than european nobility and or royalty then you are non titled common gutter trash
1,if you are out clubbing every weekend and leaving your child with your baby momma i do not want to hear you bitch about child support
1,if you are not going to stick to one garbage can for recycling i am not going to give a single fuck about where i am putting my trash
1,if you ask me every bitch gay
1,if you attractive people just gone up and assume you got hoes
1,if you ballin then buy ya bitch something
1,if you balling buy yo bitch somethin
1,if you body count more then mine you a hoe js
1,if you cannot turn instagram likes follows into some real life shit trash
2,if you did not have tattoos as a diversion for your bird chest and malnourished body sir your instagram would be trash
1,if you do not fuck with your either a slackin b a turd burgular c a pussy face or d all of the above
1,if you do not know what yo bitch doing tuat are not you bitch i am just sayin
1,if you do not say thank you after someone holds the door open for you you are a bitch
1,if you do not know uncle jj your a bitch
2,if you enjoy hunting for sport then you are trash if you hunt for food you deserve to starve
1,if you follow me on twitter and you are being loud cunt on the swings at wintersmith do not be a stranger
1,if you fuckin for your rent you a lame hoe
1,if you get into an argument with someone and say have a nice life good luck in ohio that is a fuck you bitch leave
1,if you go to the barber shop on friday you have to your charger and some snacks in that bitch
1,if you going to the strip club every weekend you will never experience earned pussy
1,if you got a body count already in you cannot talk about anybody being a hoe
1,if you got a good girl do not turn her into a bad bitch
1,if you got a nigga and you another nigga you a hoe
1,if you got a problem with me bring it up with me before i tense up on yo bitch ass
1,if you got charge a nigga up for tryna talk to your chick you really a insecure faggot and have no control over her
1,if you got tats on your breast you a trash ass bitch and stay far away from me with ya acid pussy
1,if you got to act like you cuffing a bitch to get ass your a lame forreal real niggas let bitches know what it is from jump
1,if you hang with hoes you are a hoe by association if you try and debate this you are a hoe if you get offended by this you are a hoe
1,if you have chemistry the only other thing you need is timing but timing s a bitch
1,if you have your friends jump into a fight it shows that you are just an overall pussy
1,if you hoes stop shaving i am running around spraying nair on all of you all
1,if you jump someone you are a bitch
1,if you jump someone you are a bitch regardless the situation
0,if you kill all cops and cracker babies what next black states white states and latino states is not that moving backwards
1,if you know a guy has a newborn baby why the fuck are you trying to talk to him desperate ass hoe
1,if you like the k gold rillos your a pussy
1,if you love somebody you cannot cheat have hoes do certain shit because them limits type shit
2,if you must call me a cracker please call me a cheez it not a saltine
1,if you not his momma or his sisters goodbye bitch i do not have time for that
1,if you not lickin toes you a basic bitch and i cannot fuck with a basic bitch
1,if you not my bitch i really do not care
1,if you one of my hoes make yourself known
1,if you only like cheese pizza you are a pussy stay away from me and my lovely combination pizza
1,if you rat on your family just so you do not get in trouble you are a little bitch bloodthickerthanwater
1,if you really know me you know all the problem i go through with all these hating ass bitches
1,if you said more today on the internet about duck dynasty than about the you are a useless whigger
0,if you say any of the following words the conversation is over nigger nigga swag yolo fag retard
1,if you say anything about me i will knock you are boyfriend out go for it bitch your boyfriend is a pubeless runt
1,if you see me speak bitch
1,if you single just start hitting up those hoes
1,if you slow down for a puddle you are a bitch
1,if you sneak dissing i come to you tryna address the initial issue you say it are not nothing you a bitch
1,if you sweat pussy it is somethin new to you
1,if you take a long time to text back you a hoe
1,if you tell a dyke she looks just like a nigga is that a compliment i have always wondered that
1,if you texting other niggas just let me know so i can find me some other bitches no hard feelings
2,if you think that the term being offensive is a political issue you are ignorant
1,if you want it come and buy it are not no mufuckin fronting nowadays niccas playing games about a few hunned loud
1,if you was a bitch nigga in you still gona be a bitch nigga in
1,if you will fuck or try and fuck ya niccas girl you a buster lol
1,if you work a graveyard shift she cheating on you off tops somebody else gon be tucking ya bitch in
0,if you would have followed george washington in it means that you are white trash
1,if you are a male and hoes hos and or bitches is your default word for women you got to go remove yourself please
1,if you are a whiney bitch have a zima and shut the fuck up
1,if you are acting like more of a bitch than your bitch there is a problem
1,if you are being a little scared bitch about the possibility of a louisville purge just go to ferguson
1,if you are going to be a hoe then do not look for relationships you lost that privilege when you decided to be a hoe
1,if you are having girl problems i feel bad for you son i got problems but a bitch are not one
1,if you are not attractive bitch you are not making my drinks tf you think this is
2,if you are not directly descended from european royalty and upper nobility then you are not fully human you are just common gutter trash
1,if you are not watching this seahawks game you are hella bitch
2,if you have ever been to drunk to fish you might be a redneck
1,if your a nigga and you use the term yassssssssss i am just going to assume your a fag
1,if your main reason for disliking something is because it is popular there is a chance you are a little stupid idiot bitch baby child
1,if your parents let you drink underage they are fucking retarded and so are you
1,if your pussy stink you are not goin to heaven
1,if your twitter is private but your instagram is public you r probs a trash talking thot
1,if youu let yo bitch leave with another niggah and do not say shit that is on youu
1,iggy azaelia is no one hit wonder she is a bad bitch
2,iggy is trending twitter s trash today
2,igot to level so far on flappy birds smh
1,ihate a nosie bitch
1,ihate them mad bitches where the glad ones at
1,iite peyton don be a faggot this drive
1,ik his bitch ass saw me mentioned his tall ass
1,iknow a couple mf that does this there favorite line i would not do that that is young bitch stopp your young minded
1,ill fire that nina like its her first day on the job an the bitch over slept
1,ill take yo bitch and make her everybody bitch
1,illist bitch alive
1,i am a single bitch on this money shit
1,i am a boogie ass niggahs to these fast hoes
1,i am a different nigga if the pussy good i am not tryna fuck for no mins i am stopping backing out it anything i ca think of to last longer
1,i am a ghetto ass nigga you suburban
1,i am a queer mmm
1,i am a rich niggaaaaa i need a rich bitch
1,i am a south side niggah fuck around fuck around
2,i am a twat
1,i am a westside niggah so you know i am rockin wit game
1,i am about to fuck taylors bitch ass up
1,i am about to get all the pussy
1,i am addicted to bad bitches like i never had bitches
1,i am allowed to trip on my bitch she cannot trip on me though
1,i am back bitches
1,i am back to square one no bitches no weed a lotta hang ova
1,i am done with life i am just ready to wake up and have pussy for breakfast everyday
1,i am elated i passed on my creative gene to my daughter but she also got the retarded gene too
1,i am from the you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono
1,i am getting sleepy this water doing a bitch right
2,i am glad i met this chick reminds me the trash i left behind
1,i am hardly on this hoe anymore lol
1,i am ice cube you can call me the grinch i got you are list but i are not giving you shit bitch
1,i am in a full suit bow tie and all at a restaurant called my frat a bitch ass nigga caught myself because i am around white people staring at me lol
2,i am in mickey ds and he gone ask for a double cheese burger wit no cheese foh
1,i am just a young niggah out here chasing ins til i am in the driver seat of my benz
1,i am just a young niggah tryna live my life long
1,i am just gettin started oh yeah we got it bitch
1,i am just in my car jamming to taylor swift with my side bitch
1,i am looking for a reason to really spazz on a bitch never my lady but a bitch none the less lol
1,i am mad james let me drink that shit payback is a bitch
1,i am married to a retard must be why we are so good together nigga hunching me in his sleep
1,i am n a tight circle bitch you cannot get thru dis loop
1,i am never cuffin unless my bitch grown or act grown i cannot deal wit lil girls nbs
1,i am not tongue kissing these bitches though
1,i am nt rey talk about a dumbass bitch that is lost in this world she really need to be saved at save try it it wrks
1,i am only cocky to hoes hmmm i wonder why prolyy cuz i do not fuck wit you all
1,i am order to be a real nicca you got to be real nicca
1,i am probably wit yo bitch big butt cannot fit up in the
2,i am ready for today
1,i am retarded for real i am sitting here getting mad thinking my daughter ignoring me then i remember she are not here
1,i am rick james bitch show me ya titties
1,i am sippin hot tea bitch
1,i am smoking good n my bitch conceited
0,i am soooooo tired of this dick dyke showing up on my fb feed real studs do not fucc niggas just be bisexual
1,i am sorry but you did not have to be a bitch last night
1,i am sorry i use to be on that shit but i am not worried about the next bitch threatenwho
1,i am start askin dese hoe niggas if they got sand in they pussy
1,i am still going trick or treating that is free munchies bitch
1,i am such a bitch sometimes
2,i am telling you man roethlisberger got his record expunged and became trash
1,i am the biggest pussy when it comes to scary stuff
1,i am the man around this bitch baby check out my wrist watch
1,i am the niggah she really want to ride wit
1,i am thinkin about using this beat and yeah i made it too bitch lol
1,i am tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face that shit is bitch made
1,i am tired of seeing this disturbing bitch with tits
1,i am tired of these bitches actin like they loyal lol
1,i am trying to come back as a fine ass bitch next lifetime
1,i am trying to take the word bitch outta my vocabulary hardest shit ever
1,i am way out of your league hoe please excuse my ego
1,i am wearin one of walmart jackets around walmart is that ghetto lmao fuck it
1,i am wit yo bitch smokin let her keep the mid i am going to roll this potent
1,i am about to be home tomorrow so line up a bitch for me
1,i am about to have to fuck with my nigga omar about those weed brownies
1,i am about to hypocrite i will say i do not fuck with hoes then days later let a hoe play with my dick in the mcdonald s drive thru love their fries
1,i am about to kill cay ugh she stay on my last nerve but i love that is funccy bitch
1,i am about to knock that pussy out like fight
1,i am about to knock the pussy out like fight night
1,i am about to pull up eat on that pussy and dip
1,i am about to pull up eat on that pussy and dip
1,i am about to pull up eat on that pussy n dip
1,i am about to shmurda dance in that pussy hoe
1,i am about to side bitch from time to time and i stay in my place
1,i am about to spread that pussy out like a acre
1,i am about to start friend zoning these hoes
1,i am about to tear that pussy uuuup
2,i am about to trash in fantasy
1,i am going to get home around problem is it is a coon leaving the bar that drank shots of crown royal think he still can drive
1,i am going to knock the pussy out like fight night
1,i am going to limit my association with these grade f bitches next year on my life just gone be me and a few people do not got time for the bs frfr
1,i am going to treat you how you act if you act like a bitch you will get treated like a bitch
1,in i am resolved to perfect my bitch face
1,in hopes of recruiting more women isis opens jihadi finishing school
1,in a movie everybody are not the star need co stars and extras i hate hoes that take pride in being the other chick
1,in case you forgot hoe i been up since on the dot made dollars at work and still have not slept
1,in class still drunk from last night and this broad is doing a presentation on chipotle bitch can i live feedme
1,in class tearing up like a bitch
1,in da club makin movies i feel like tyler perry fuckin niggas bitches dey like why did i gt married
1,in elementary school i tied a girl to the tetherball pole with the tetherball because she was bein a bitch
1,in life you must ask yourself are you a chosen one or a basic bitch letsbereal
1,in my years i have supported more niggas and bitches and they kids and well my gratitude has died
1,in my opinion lhha is a spot on description of how some of atlanta is dumb hoes and niggas ratchet broads and stupid arguments
1,in my opinion every bitch gay
1,in order to be a real nicca you gots to be real nicca
1,in other news my eyelid is still spasming putting on mascara today was a bitch wtf
1,in other words call you a bitch
1,in reality lame niggas and corny niggas get bitches because it is sooo many of dem niggas nbs lol
1,in redneck land tennessee
1,in the past week both paula dean and my uncle lost their jobs for saying nigger bullllllshiiiiitttt
1,in the words of lil debbie i am that bitch
1,in this update you will find lots of hardcore cock sucking ass pounding and pussy pulsing thrills i have to
1,in two months though hoe
1,in yo bitch dm like
2,in n out is like the sunshine and blue sky the song of a bird a smile at the front porch the perfume of the ocean on wind kissed cheeks
2,inbed eating left over poppadom livinthedream
1,including ya size hoe
1,inde jus got me all hype at work i knew my bitch candace are not die
1,indiana are not gone give these niccas shit they was posed to win the last game
2,indiana lost to bowling green big ten continues to be trash
1,indirect ass little bitches like you know my fucking number and where i live
1,innovative ideas about an unresolved issue relating to your ho more for libra
2,inspiring a huge crowd of tourists to sit and watch the wild meadow rats over here by the trash cans cameras are out there is gasping
1,instagram have you looking at motherfuckers like who the fuck does this bitch nigga think she he isss
1,instead of calling each other hoes girls should be supporting each other i do not know that is just me though
1,instead of joining sports teams hoes be joining twerk teams
2,international law enforcement operation disrupts shylock banking malware pcworld international law enforcem
2,international law enforcement operation disrupts shylock banking malware pcworld international law enforcem
2,international law enforcement operation disrupts shylock banking malware pcworld international law enforcem
2,international police operation disrupts shylock banking trojan computerworld the guardianinternational poli
2,international police operation disrupts shylock banking trojan computerworld the guardianinternational poli
0,ion care fuck that hoe
1,ion even want to see this bitch talking bout ill make you breakfast
1,ion fight but it are not no pussy in my heart nigga ion fear nobody but god loose win or draw
1,ion give a fuck ion give a fuck ion ion ion give a fuck bitch i do not give a fuck about you or anything that you do
1,ion got no type bad bitches is the only thing that i like
2,ion kno wat kind of spring clothes i am going to get my yung nicca dis year we are not doin da polo dis year got to offset them wit sumthin else
1,ion kno what i am doing tonite i jus kno its gon end wit me dick first in some pussy
1,ion know why this bitch insists on telling me where she be going now idgaf about chu bitch like damn
1,ion like doll face hoes
1,ion like the ho because she talk to mf much with ha real butt ugly ass dumb young ass ho
1,ion pay for pussy because her pussy priceless i go fishin in it and i are not a pisces
1,ion trust no bitch
1,ionn got no type bad bitches is the only thing that i like
1,iont care about where a n a been where a bitch goin or the kind of shit they been thru
1,iont got no type naw bad bitches is the only thing that i like
1,iont got no type bad bitches is the only thing that i like
0,iont see how some of you niggas fags
1,irie is a bitch for not letting me borrow his charger
1,irritating reading people bitch about smthng yet offer shit for evidence to even support their slant simply complaining is the easy part
2,is hillary the bird candidate via
2,is hillary the bird candidate via
1,is moyles a retard lol starting fellani instead ae rvp please come back fergie mufc
1,is wayne brady going to have to choke a bitch
1,is wayne brady going to have to smack a bitch
2,is yankee in a good mood today or what
1,is anything going down tonight besides my bitch
2,is dare any colored players in hockey
2,is it just me or is hicks saying bung beds
2,is it weird licking your own nip
1,is she my kind of hoe or nae its ok you a hoe anyways
1,is that a hawk what the fuck kind of bird is that
1,is that the remix fam these hoes are not lawyers lol on god that is my fav chris brown song
1,is that the remix these hoes are not lawyers lmao my fave chris brown song
0,is there a full moon out out in full force and i am not talking about muzzies or liberals and i am in the mood to oblige
2,is there a looser town than if yes id like to visit hoosiers
1,is there a vending machine around this bitch i am starvin
1,is there a website that delivers expensive wine cigars and big booty hoes to my door step
1,is there an additional charge for the pussy to listen to my personal problems
1,is this bitch for real i am heated bruh
1,is this hoe gone dm me back
1,is this napk bitch retarded or stupid wtf would you request me did not she read my bio it is pretty
1,is this retarded bitch really this stupid
1,is you ready bitch because my hair laid yours
2,islamic jihadis run away to pakistan uniteblue
1,isley brothers got me alot of pussy boy take notes
2,it are not april fool s yet jay z trash
1,it are not nothin to cut a bitch off
1,it are not nothin to cut that bitch off
1,it are not nothing like chasing money because you have a purpose but chasing these hoes for what vice versa
1,it are not nothing to cut that bitch off
1,it are not nunn to cut that bitch off
1,it are not nothing to cut that bitch off k camp
1,it are not nuffin to cut that bitch off
1,it are not nun to cut dat bitch off
1,it are not nuttin to cut that bitch off that is why that shit my ring tone
1,it all started in bitch
1,it already soaked sinked melted so dropped that is shit bitch idgaf linc up or get caught
1,it be below zero and hoes still go out like its degrees plus tax
2,it be so good to not got to woyke in da moanin i da only colored dat woyke cuz colored folk be lazy and lives off da white guilt
1,it be sounding like the bitch that the cops talk to on their radio is the same sounding bitch every single time it are not never a dude voice
1,it bothers me when a ugly girl has a bad bitch attitude
1,it does not just affect kids it affects the faculty the staff that work at these schools that are queer
2,it feels awkward to have the playing against the i mean we all know who i am rooting for but it is awkward
1,it gets me mad when a mexicans go against mexico like wtf support your team bitch
0,it happens again black pack beats whitey this should make national news
1,it is fucking retarded how i cannot say a single thing in this house without some blowback
1,it is impossible for females to be players pimps etc they are called hoes
1,it makes me sad knowing this queers will not be down the street anymore sadtweet
1,it might be infected niggas would really turn that pussy down buggin
1,it only be you all worthless bitches that be like that though
1,it opened up with some clouds parting and with silk we get a room on the southside of the ghetto
1,it pissrs me tf off when i call you back a half a second later nd you do not answer you a bitch ass nigga for that
1,it prolli seem like i flirt but iont want none of you all hoes
1,it really are not nothin to cut that bitch off
0,it really is too bad that had faggot marriage forced upon her after her citizens declared it illegal
1,it sad how bitches wake up being messy like bitch find you another career because this are not working out for you
1,it seem like cory talked to of all indianapolis hoes nbs
1,it stink in this bitch it must be them pussy ass niggas talkin shit
0,it stinks in here must be then pussy ass niggas talkin shit test me
1,it the principle of the matter bitch
1,it was my sophomore year that i learned these hoes were not loyal
0,it was nice of you to unfollow me fag
2,it would be pretty cool if i got to see more time before i go back to hillbilly town
1,it wus yo fat ass that filled out the application to work there not me bitch
1,it is bitch
1,it is and you all niggas still fuckin with these hoes go get you a wife bruh wifingsquad
1,it is degrees and this bitch has a stuffed animal wrapped around her neck onlyattheducksgame
1,it is friday bitch
2,it is karaoke night baby hi ho hi ho it is off to sing i go with a voice that sounds like sandpaper hi ho hi ho
1,it is mrs g bitches that is mrs grohl if i do not know you wineprobz
1,it is october babe you do not have to be a hoe anymore
1,it is some hoes out here tonite i got shawty wit me
1,it is a bob schieffer holiday now he is proud and smitten that he is the good white guy hicks be damned everything is everything
2,it is a bird it is a plane no it is peter walkin on air byers
1,it is a lil bitch at the bus stop with adidas flip flops socks on i know dem mfs soggy as fuck
0,it is a lot of uncle tom ass niggas out here
1,it is a lot of fat bitches at this party i am we at right now my outfit way too much fire to be at a function like this
2,it is a matter of pure weight ratios a five ounce bird can not carry a one pound coconut
2,it is a plane it is a bird nah it is just me doing laps around the dam lol
1,it is a recession on everything chasing pussy is never attractive
1,it is a sad sad day when a bitch loses her sponsor
1,it is a small world and hoes make it smaller
2,it is almost christmas charlie brown
1,it is basic bitches unite around these parts
1,it is beanie weather bitches
1,it is been a minute since we chilled like we use to i hope that pussy still feels like it use to
1,it is boner sunday bitch
1,it is bout that time were i feel like beening a hard working woman and a stripper hoe by night do not judge me
1,it is definitely a bitch everything in life is ruled by money such a moral heartbreak
1,it is either your getting pussy or are one what will it be
1,it is fact that a male brain cannot always hear the high pitched voice of a women so bitch do not get mad i really did not hear you
1,it is funny how females do not want to be called a bitch but if you put the word bad in front of it then they are happy af
1,it is funny how girls are crying over their nudes being on ig like bitch why you sending nudes to begin with
1,it is funny how these swaggot white boys want to act like they are ballin till it comes time to tip sad ass crackers
1,it is funny when you get a black female mad they start acting ghetto then a bitch
1,it is going down it is going down it is going down lil bitch
2,it is going to be a long season for the yankees if this simulation is right
1,it is hard being a real nigga when these niggas got bitch tendencies
1,it is hard getting a bitch from the hood to suck your dick on camera she swear everybody knows her and she hates the light
1,it is hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man
1,it is hot and my allergies are killing i feel like a little bitch
1,it is iguanas out this bitch n er thing
2,it is just not the same are not
1,it is kind of funny when people tell me they have not seen me in years and where have i been like at home bitch
1,it is lame that you can buy clothes that look like real military clothing if you wear it i will make fun of you you are a star bitch
0,it is levels to my bitch you cannot fuck her nigga because she like red bottom you cannot afford her nigga she got benz you riding honda accord
1,it is like zero bitches in nap that is gon stick by yo side if you fall off
1,it is moe s monday ten ten ten twenties on yo titties bitch
1,it is money over bitches even though i love ladies
1,it is my main bitches st ayyyeeee happy birthday babbbyyy
1,it is my mans birthday all the big booty bitches show him some love
1,it is no wonder my titanium ankle is killing me woo retarded winter weather
1,it is not pears bitch it is pear
1,it is not unique it is ghetto as hell
1,it is not a sin to have a interchangeable bezel but when that bitch do not screw back on thatsaproblem
1,it is not often you see the words disingenuous egregious and cunt filth all in one sentence and properly used points
1,it is official i leave america january rd see ya bitches in february have fun with winter for me
1,it is ok to tell a nigga he trash and a feature will never happen fam
1,it is one thing to be a hoe but a ratchet hoe bitch please take a seat
1,it is only am here but i am about to pour up some pineapple ciroc blast this future mixtape at maximum levels because bitch i am in vegas
1,it is only a few real bitches i know
1,it is out b day bitches
1,it is pretty much been confirmed that i have the best bitch face on the planet
1,it is really a bitch when you are trying to make a difference to someone else and they intentionally make a point to make you feel like shit
1,it is scheduled up already though one tweet and he is got out there making fun of baseball
2,it is scientifically proven that no one can not cry at least once while watching charlie st cloud
1,it is so scary hoe annabella does everything i do she acts just like me
